Region,Period,Value,Status,Units,Magnitude,Series_title_1,Age_group
Taranaki Region,2019.1,5211,P,Number ,0,Actual ,50 - 54
Taranaki Region,2019.11,5292,P,Number ,0,Actual ,50 - 54
Taranaki Region,2019.12,5284,P,Number ,0,Actual ,50 - 54
Taranaki Region,2020.01,5204,P,Number ,0,Actual ,50 - 54
Taranaki Region,2020.02,5282,P,Number ,0,Actual ,50 - 54
Taranaki Region,2020.03,5321,P,Number ,0,Actual ,50 - 54
Taranaki Region,2020.04,5269,P,Number ,0,Actual ,50 - 54
Taranaki Region,2020.05,5304,P,Number ,0,Actual ,50 - 54
Taranaki Region,2020.06,5313,P,Number ,0,Actual ,50 - 54
Taranaki Region,2020.07,5308,P,Number ,0,Actual ,50 - 54
Taranaki Region,2019.05,5257,P,Number ,0,Actual ,55 - 59
Taranaki Region,2019.06,5209,P,Number ,0,Actual ,55 - 59
Taranaki Region,2019.07,5199,P,Number ,0,Actual ,55 - 59
Taranaki Region,2019.08,5190,P,Number ,0,Actual ,55 - 59
Taranaki Region,2019.09,5181,P,Number ,0,Actual ,55 - 59
Taranaki Region,2019.1,5157,P,Number ,0,Actual ,55 - 59
Taranaki Region,2019.11,5198,P,Number ,0,Actual ,55 - 59
Taranaki Region,2019.12,5188,P,Number ,0,Actual ,55 - 59
Taranaki Region,2020.01,5158,P,Number ,0,Actual ,55 - 59
Taranaki Region,2020.02,5171,P,Number ,0,Actual ,55 - 59
Taranaki Region,2020.03,5158,P,Number ,0,Actual ,55 - 59
Taranaki Region,2020.04,5099,P,Number ,0,Actual ,55 - 59
Taranaki Region,2020.05,5096,P,Number ,0,Actual ,55 - 59
Taranaki Region,2020.06,5123,P,Number ,0,Actual ,55 - 59
Taranaki Region,2020.07,5075,P,Number ,0,Actual ,55 - 59
Taranaki Region,2019.05,4053,P,Number ,0,Actual ,60 - 64
Taranaki Region,2019.06,4016,P,Number ,0,Actual ,60 - 64
Taranaki Region,2019.07,3994,P,Number ,0,Actual ,60 - 64
Taranaki Region,2019.08,4034,P,Number ,0,Actual ,60 - 64
Taranaki Region,2019.09,4101,P,Number ,0,Actual ,60 - 64
Taranaki Region,2019.1,4078,P,Number ,0,Actual ,60 - 64
Taranaki Region,2019.11,4151,P,Number ,0,Actual ,60 - 64
Taranaki Region,2019.12,4155,P,Number ,0,Actual ,60 - 64
Taranaki Region,2020.01,4038,P,Number ,0,Actual ,60 - 64
Taranaki Region,2020.02,4116,P,Number ,0,Actual ,60 - 64
Taranaki Region,2020.03,4165,P,Number ,0,Actual ,60 - 64
Taranaki Region,2020.04,4156,P,Number ,0,Actual ,60 - 64
Taranaki Region,2020.05,4161,P,Number ,0,Actual ,60 - 64
Taranaki Region,2020.06,4180,P,Number ,0,Actual ,60 - 64
Taranaki Region,2020.07,4151,P,Number ,0,Actual ,60 - 64
Taranaki Region,2019.05,2804,P,Number ,0,Actual ,65 +
Taranaki Region,2019.06,2828,P,Number ,0,Actual ,65 +
Taranaki Region,2019.07,2811,P,Number ,0,Actual ,65 +
Taranaki Region,2019.08,2827,P,Number ,0,Actual ,65 +
Taranaki Region,2019.09,2879,P,Number ,0,Actual ,65 +
Taranaki Region,2019.1,2870,P,Number ,0,Actual ,65 +
Taranaki Region,2019.11,2961,P,Number ,0,Actual ,65 +
Taranaki Region,2019.12,2961,P,Number ,0,Actual ,65 +
Taranaki Region,2020.01,2746,P,Number ,0,Actual ,65 +
Taranaki Region,2020.02,2850,P,Number ,0,Actual ,65 +
Taranaki Region,2020.03,2928,P,Number ,0,Actual ,65 +
Taranaki Region,2020.04,2820,P,Number ,0,Actual ,65 +
Taranaki Region,2020.05,2884,P,Number ,0,Actual ,65 +
Taranaki Region,2020.06,2904,P,Number ,0,Actual ,65 +
Taranaki Region,2020.07,2849,P,Number ,0,Actual ,65 +
Taranaki Region,2019.05,182,P,Number ,0,Actual ,Under 15
Taranaki Region,2019.06,167,P,Number ,0,Actual ,Under 15
Taranaki Region,2019.07,184,P,Number ,0,Actual ,Under 15
Taranaki Region,2019.08,170,P,Number ,0,Actual ,Under 15
Taranaki Region,2019.09,168,P,Number ,0,Actual ,Under 15
Taranaki Region,2019.1,194,P,Number ,0,Actual ,Under 15
Taranaki Region,2019.11,183,P,Number ,0,Actual ,Under 15
Taranaki Region,2019.12,193,P,Number ,0,Actual ,Under 15
Taranaki Region,2020.01,200,P,Number ,0,Actual ,Under 15
Taranaki Region,2020.02,197,P,Number ,0,Actual ,Under 15
Taranaki Region,2020.03,203,P,Number ,0,Actual ,Under 15
Taranaki Region,2020.04,164,P,Number ,0,Actual ,Under 15
Taranaki Region,2020.05,177,P,Number ,0,Actual ,Under 15
Taranaki Region,2020.06,191,P,Number ,0,Actual ,Under 15
Taranaki Region,2020.07,192,P,Number ,0,Actual ,Under 15
Tasman Region,2019.05,1534,P,Number ,0,Actual ,15 - 19
Tasman Region,2019.06,1477,P,Number ,0,Actual ,15 - 19
Tasman Region,2019.07,1508,P,Number ,0,Actual ,15 - 19
Tasman Region,2019.08,1456,P,Number ,0,Actual ,15 - 19
Tasman Region,2019.09,1477,P,Number ,0,Actual ,15 - 19
Tasman Region,2019.1,1559,P,Number ,0,Actual ,15 - 19
Tasman Region,2019.11,1744,P,Number ,0,Actual ,15 - 19
Tasman Region,2019.12,2043,P,Number ,0,Actual ,15 - 19
Tasman Region,2020.01,1958,P,Number ,0,Actual ,15 - 19
Tasman Region,2020.02,1771,P,Number ,0,Actual ,15 - 19
Tasman Region,2020.03,1664,P,Number ,0,Actual ,15 - 19
Tasman Region,2020.04,1499,P,Number ,0,Actual ,15 - 19
Tasman Region,2020.05,1508,P,Number ,0,Actual ,15 - 19
Tasman Region,2020.06,1458,P,Number ,0,Actual ,15 - 19
Tasman Region,2020.07,1464,P,Number ,0,Actual ,15 - 19
Tasman Region,2019.05,2163,P,Number ,0,Actual ,20 - 24
Tasman Region,2019.06,2070,P,Number ,0,Actual ,20 - 24
Tasman Region,2019.07,2067,P,Number ,0,Actual ,20 - 24
Tasman Region,2019.08,2014,P,Number ,0,Actual ,20 - 24
Tasman Region,2019.09,1963,P,Number ,0,Actual ,20 - 24
Tasman Region,2019.1,1980,P,Number ,0,Actual ,20 - 24
Tasman Region,2019.11,2152,P,Number ,0,Actual ,20 - 24
Tasman Region,2019.12,2309,P,Number ,0,Actual ,20 - 24
Tasman Region,2020.01,2263,P,Number ,0,Actual ,20 - 24
Tasman Region,2020.02,2259,P,Number ,0,Actual ,20 - 24
Tasman Region,2020.03,2393,P,Number ,0,Actual ,20 - 24
Tasman Region,2020.04,2342,P,Number ,0,Actual ,20 - 24
Tasman Region,2020.05,2319,P,Number ,0,Actual ,20 - 24
Tasman Region,2020.06,2280,P,Number ,0,Actual ,20 - 24
Tasman Region,2020.07,2263,P,Number ,0,Actual ,20 - 24
Tasman Region,2019.05,2238,P,Number ,0,Actual ,25 - 29
Tasman Region,2019.06,2117,P,Number ,0,Actual ,25 - 29
Tasman Region,2019.07,2093,P,Number ,0,Actual ,25 - 29
Tasman Region,2019.08,2056,P,Number ,0,Actual ,25 - 29
Tasman Region,2019.09,2002,P,Number ,0,Actual ,25 - 29
Tasman Region,2019.1,1970,P,Number ,0,Actual ,25 - 29
Tasman Region,2019.11,2078,P,Number ,0,Actual ,25 - 29
Tasman Region,2019.12,2152,P,Number ,0,Actual ,25 - 29
Tasman Region,2020.01,2114,P,Number ,0,Actual ,25 - 29
Tasman Region,2020.02,2150,P,Number ,0,Actual ,25 - 29
Tasman Region,2020.03,2311,P,Number ,0,Actual ,25 - 29
Tasman Region,2020.04,2308,P,Number ,0,Actual ,25 - 29
Tasman Region,2020.05,2348,P,Number ,0,Actual ,25 - 29
Tasman Region,2020.06,2412,P,Number ,0,Actual ,25 - 29
Tasman Region,2020.07,2237,P,Number ,0,Actual ,25 - 29
Tasman Region,2019.05,1946,P,Number ,0,Actual ,30 - 34
Tasman Region,2019.06,1910,P,Number ,0,Actual ,30 - 34
Tasman Region,2019.07,1874,P,Number ,0,Actual ,30 - 34
Tasman Region,2019.08,1858,P,Number ,0,Actual ,30 - 34
Tasman Region,2019.09,1830,P,Number ,0,Actual ,30 - 34
Tasman Region,2019.1,1847,P,Number ,0,Actual ,30 - 34
Tasman Region,2019.11,1920,P,Number ,0,Actual ,30 - 34
Tasman Region,2019.12,1966,P,Number ,0,Actual ,30 - 34
Tasman Region,2020.01,1935,P,Number ,0,Actual ,30 - 34
Tasman Region,2020.02,1982,P,Number ,0,Actual ,30 - 34
Tasman Region,2020.03,2101,P,Number ,0,Actual ,30 - 34
Tasman Region,2020.04,2111,P,Number ,0,Actual ,30 - 34
Tasman Region,2020.05,2102,P,Number ,0,Actual ,30 - 34
Tasman Region,2020.06,2072,P,Number ,0,Actual ,30 - 34
Tasman Region,2020.07,2018,P,Number ,0,Actual ,30 - 34
Tasman Region,2019.05,1912,P,Number ,0,Actual ,35 - 39
Tasman Region,2019.06,1875,P,Number ,0,Actual ,35 - 39
Tasman Region,2019.07,1868,P,Number ,0,Actual ,35 - 39
Tasman Region,2019.08,1884,P,Number ,0,Actual ,35 - 39
Tasman Region,2019.09,1875,P,Number ,0,Actual ,35 - 39
Tasman Region,2019.1,1883,P,Number ,0,Actual ,35 - 39
Tasman Region,2019.11,1959,P,Number ,0,Actual ,35 - 39
Tasman Region,2019.12,1974,P,Number ,0,Actual ,35 - 39
Tasman Region,2020.01,1925,P,Number ,0,Actual ,35 - 39
Tasman Region,2020.02,1983,P,Number ,0,Actual ,35 - 39
Tasman Region,2020.03,2070,P,Number ,0,Actual ,35 - 39
Tasman Region,2020.04,2044,P,Number ,0,Actual ,35 - 39
Tasman Region,2020.05,2037,P,Number ,0,Actual ,35 - 39
Tasman Region,2020.06,2002,P,Number ,0,Actual ,35 - 39
Tasman Region,2020.07,1968,P,Number ,0,Actual ,35 - 39
Tasman Region,2019.05,2221,P,Number ,0,Actual ,40 - 44
Tasman Region,2019.06,2183,P,Number ,0,Actual ,40 - 44
Tasman Region,2019.07,2187,P,Number ,0,Actual ,40 - 44
Tasman Region,2019.08,2180,P,Number ,0,Actual ,40 - 44
Tasman Region,2019.09,2141,P,Number ,0,Actual ,40 - 44
Tasman Region,2019.1,2119,P,Number ,0,Actual ,40 - 44
Tasman Region,2019.11,2174,P,Number ,0,Actual ,40 - 44
Tasman Region,2019.12,2172,P,Number ,0,Actual ,40 - 44
Tasman Region,2020.01,2121,P,Number ,0,Actual ,40 - 44
Tasman Region,2020.02,2157,P,Number ,0,Actual ,40 - 44
Tasman Region,2020.03,2276,P,Number ,0,Actual ,40 - 44
Tasman Region,2020.04,2266,P,Number ,0,Actual ,40 - 44
Tasman Region,2020.05,2276,P,Number ,0,Actual ,40 - 44
Tasman Region,2020.06,2246,P,Number ,0,Actual ,40 - 44
Tasman Region,2020.07,2184,P,Number ,0,Actual ,40 - 44
Tasman Region,2019.05,2690,P,Number ,0,Actual ,45 - 49
Tasman Region,2019.06,2681,P,Number ,0,Actual ,45 - 49
Tasman Region,2019.07,2707,P,Number ,0,Actual ,45 - 49
Tasman Region,2019.08,2722,P,Number ,0,Actual ,45 - 49
Tasman Region,2019.09,2706,P,Number ,0,Actual ,45 - 49
Tasman Region,2019.1,2715,P,Number ,0,Actual ,45 - 49
Tasman Region,2019.11,2738,P,Number ,0,Actual ,45 - 49
Tasman Region,2019.12,2752,P,Number ,0,Actual ,45 - 49
Tasman Region,2020.01,2701,P,Number ,0,Actual ,45 - 49
Tasman Region,2020.02,2758,P,Number ,0,Actual ,45 - 49
Tasman Region,2020.03,2799,P,Number ,0,Actual ,45 - 49
Tasman Region,2020.04,2758,P,Number ,0,Actual ,45 - 49
Tasman Region,2020.05,2758,P,Number ,0,Actual ,45 - 49
Tasman Region,2020.06,2752,P,Number ,0,Actual ,45 - 49
Tasman Region,2020.07,2720,P,Number ,0,Actual ,45 - 49
Tasman Region,2019.05,2563,P,Number ,0,Actual ,50 - 54
Tasman Region,2019.06,2557,P,Number ,0,Actual ,50 - 54
Tasman Region,2019.07,2558,P,Number ,0,Actual ,50 - 54
Tasman Region,2019.08,2554,P,Number ,0,Actual ,50 - 54
Tasman Region,2019.09,2563,P,Number ,0,Actual ,50 - 54
Tasman Region,2019.1,2555,P,Number ,0,Actual ,50 - 54
Tasman Region,2019.11,2625,P,Number ,0,Actual ,50 - 54
Tasman Region,2019.12,2632,P,Number ,0,Actual ,50 - 54
Tasman Region,2020.01,2568,P,Number ,0,Actual ,50 - 54
Tasman Region,2020.02,2615,P,Number ,0,Actual ,50 - 54
Tasman Region,2020.03,2681,P,Number ,0,Actual ,50 - 54
Tasman Region,2020.04,2706,P,Number ,0,Actual ,50 - 54
Tasman Region,2020.05,2710,P,Number ,0,Actual ,50 - 54
Tasman Region,2020.06,2689,P,Number ,0,Actual ,50 - 54
Tasman Region,2020.07,2671,P,Number ,0,Actual ,50 - 54
Tasman Region,2019.05,2473,P,Number ,0,Actual ,55 - 59
Tasman Region,2019.06,2456,P,Number ,0,Actual ,55 - 59
Tasman Region,2019.07,2471,P,Number ,0,Actual ,55 - 59
Tasman Region,2019.08,2467,P,Number ,0,Actual ,55 - 59
Tasman Region,2019.09,2533,P,Number ,0,Actual ,55 - 59
Tasman Region,2019.1,2495,P,Number ,0,Actual ,55 - 59
Tasman Region,2019.11,2539,P,Number ,0,Actual ,55 - 59
Tasman Region,2019.12,2539,P,Number ,0,Actual ,55 - 59
Tasman Region,2020.01,2517,P,Number ,0,Actual ,55 - 59
Tasman Region,2020.02,2530,P,Number ,0,Actual ,55 - 59
Tasman Region,2020.03,2586,P,Number ,0,Actual ,55 - 59
Tasman Region,2020.04,2575,P,Number ,0,Actual ,55 - 59
Tasman Region,2020.05,2569,P,Number ,0,Actual ,55 - 59
Tasman Region,2020.06,2551,P,Number ,0,Actual ,55 - 59
Tasman Region,2020.07,2518,P,Number ,0,Actual ,55 - 59
Tasman Region,2019.05,1863,P,Number ,0,Actual ,60 - 64
Tasman Region,2019.06,1844,P,Number ,0,Actual ,60 - 64
Tasman Region,2019.07,1844,P,Number ,0,Actual ,60 - 64
Tasman Region,2019.08,1866,P,Number ,0,Actual ,60 - 64
Tasman Region,2019.09,1872,P,Number ,0,Actual ,60 - 64
Tasman Region,2019.1,1882,P,Number ,0,Actual ,60 - 64
Tasman Region,2019.11,1908,P,Number ,0,Actual ,60 - 64
Tasman Region,2019.12,1929,P,Number ,0,Actual ,60 - 64
Tasman Region,2020.01,1909,P,Number ,0,Actual ,60 - 64
Tasman Region,2020.02,1926,P,Number ,0,Actual ,60 - 64
Tasman Region,2020.03,1985,P,Number ,0,Actual ,60 - 64
Tasman Region,2020.04,1928,P,Number ,0,Actual ,60 - 64
Tasman Region,2020.05,1949,P,Number ,0,Actual ,60 - 64
Tasman Region,2020.06,1989,P,Number ,0,Actual ,60 - 64
Tasman Region,2020.07,1909,P,Number ,0,Actual ,60 - 64
Tasman Region,2019.05,1326,P,Number ,0,Actual ,65 +
Tasman Region,2019.06,1284,P,Number ,0,Actual ,65 +
Tasman Region,2019.07,1280,P,Number ,0,Actual ,65 +
Tasman Region,2019.08,1285,P,Number ,0,Actual ,65 +
Tasman Region,2019.09,1312,P,Number ,0,Actual ,65 +
Tasman Region,2019.1,1303,P,Number ,0,Actual ,65 +
Tasman Region,2019.11,1403,P,Number ,0,Actual ,65 +
Tasman Region,2019.12,1407,P,Number ,0,Actual ,65 +
Tasman Region,2020.01,1286,P,Number ,0,Actual ,65 +
Tasman Region,2020.02,1346,P,Number ,0,Actual ,65 +
Tasman Region,2020.03,1411,P,Number ,0,Actual ,65 +
Tasman Region,2020.04,1301,P,Number ,0,Actual ,65 +
Tasman Region,2020.05,1325,P,Number ,0,Actual ,65 +
Tasman Region,2020.06,1325,P,Number ,0,Actual ,65 +
Tasman Region,2020.07,1285,P,Number ,0,Actual ,65 +
Tasman Region,2019.05,71,P,Number ,0,Actual ,Under 15
Tasman Region,2019.06,63,P,Number ,0,Actual ,Under 15
Tasman Region,2019.07,59,P,Number ,0,Actual ,Under 15
Tasman Region,2019.08,65,P,Number ,0,Actual ,Under 15
Tasman Region,2019.09,75,P,Number ,0,Actual ,Under 15
Tasman Region,2019.1,87,P,Number ,0,Actual ,Under 15
Tasman Region,2019.11,76,P,Number ,0,Actual ,Under 15
Tasman Region,2019.12,98,P,Number ,0,Actual ,Under 15
Tasman Region,2020.01,121,P,Number ,0,Actual ,Under 15
Tasman Region,2020.02,93,P,Number ,0,Actual ,Under 15
Tasman Region,2020.03,74,P,Number ,0,Actual ,Under 15
Tasman Region,2020.04,67,P,Number ,0,Actual ,Under 15
Tasman Region,2020.05,64,P,Number ,0,Actual ,Under 15
Tasman Region,2020.06,61,P,Number ,0,Actual ,Under 15
Tasman Region,2020.07,59,P,Number ,0,Actual ,Under 15
Total NZ,2019.05,111602,P,Number ,0,Actual ,15 - 19
Total NZ,2019.06,109012,P,Number ,0,Actual ,15 - 19
Total NZ,2019.07,109508,P,Number ,0,Actual ,15 - 19
Total NZ,2019.08,107670,P,Number ,0,Actual ,15 - 19
Total NZ,2019.09,109231,P,Number ,0,Actual ,15 - 19
Total NZ,2019.1,113438,P,Number ,0,Actual ,15 - 19
Total NZ,2019.11,122433,P,Number ,0,Actual ,15 - 19
Total NZ,2019.12,136460,P,Number ,0,Actual ,15 - 19
Total NZ,2020.01,124952,P,Number ,0,Actual ,15 - 19
Total NZ,2020.02,121608,P,Number ,0,Actual ,15 - 19
Total NZ,2020.03,113191,P,Number ,0,Actual ,15 - 19
Total NZ,2020.04,105876,P,Number ,0,Actual ,15 - 19
Total NZ,2020.05,105749,P,Number ,0,Actual ,15 - 19
Total NZ,2020.06,103766,P,Number ,0,Actual ,15 - 19
Total NZ,2020.07,102605,P,Number ,0,Actual ,15 - 19
Total NZ,2019.05,226508,P,Number ,0,Actual ,20 - 24
Total NZ,2019.06,223435,P,Number ,0,Actual ,20 - 24
Total NZ,2019.07,223197,P,Number ,0,Actual ,20 - 24
Total NZ,2019.08,222633,P,Number ,0,Actual ,20 - 24
Total NZ,2019.09,223593,P,Number ,0,Actual ,20 - 24
Total NZ,2019.1,225171,P,Number ,0,Actual ,20 - 24
Total NZ,2019.11,233329,P,Number ,0,Actual ,20 - 24
Total NZ,2019.12,239299,P,Number ,0,Actual ,20 - 24
Total NZ,2020.01,229043,P,Number ,0,Actual ,20 - 24
Total NZ,2020.02,232699,P,Number ,0,Actual ,20 - 24
Total NZ,2020.03,230273,P,Number ,0,Actual ,20 - 24
Total NZ,2020.04,222284,P,Number ,0,Actual ,20 - 24
Total NZ,2020.05,222614,P,Number ,0,Actual ,20 - 24
Total NZ,2020.06,221134,P,Number ,0,Actual ,20 - 24
Total NZ,2020.07,219335,P,Number ,0,Actual ,20 - 24
Total NZ,2019.05,271607,P,Number ,0,Actual ,25 - 29
Total NZ,2019.06,270014,P,Number ,0,Actual ,25 - 29
Total NZ,2019.07,270453,P,Number ,0,Actual ,25 - 29
Total NZ,2019.08,270242,P,Number ,0,Actual ,25 - 29
Total NZ,2019.09,271087,P,Number ,0,Actual ,25 - 29
Total NZ,2019.1,272429,P,Number ,0,Actual ,25 - 29
Total NZ,2019.11,276780,P,Number ,0,Actual ,25 - 29
Total NZ,2019.12,277022,P,Number ,0,Actual ,25 - 29
Total NZ,2020.01,271515,P,Number ,0,Actual ,25 - 29
Total NZ,2020.02,273218,P,Number ,0,Actual ,25 - 29
Total NZ,2020.03,277251,P,Number ,0,Actual ,25 - 29
Total NZ,2020.04,272495,P,Number ,0,Actual ,25 - 29
Total NZ,2020.05,273403,P,Number ,0,Actual ,25 - 29
Total NZ,2020.06,272963,P,Number ,0,Actual ,25 - 29
Total NZ,2020.07,271595,P,Number ,0,Actual ,25 - 29
Total NZ,2019.05,241244,P,Number ,0,Actual ,30 - 34
Total NZ,2019.06,242324,P,Number ,0,Actual ,30 - 34
Total NZ,2019.07,243792,P,Number ,0,Actual ,30 - 34
Total NZ,2019.08,244962,P,Number ,0,Actual ,30 - 34
Total NZ,2019.09,246568,P,Number ,0,Actual ,30 - 34
Total NZ,2019.1,247847,P,Number ,0,Actual ,30 - 34
Total NZ,2019.11,251979,P,Number ,0,Actual ,30 - 34
Total NZ,2019.12,252598,P,Number ,0,Actual ,30 - 34
Total NZ,2020.01,249377,P,Number ,0,Actual ,30 - 34
Total NZ,2020.02,251662,P,Number ,0,Actual ,30 - 34
Total NZ,2020.03,256243,P,Number ,0,Actual ,30 - 34
Total NZ,2020.04,254210,P,Number ,0,Actual ,30 - 34
Total NZ,2020.05,256208,P,Number ,0,Actual ,30 - 34
Total NZ,2020.06,257028,P,Number ,0,Actual ,30 - 34
Total NZ,2020.07,256865,P,Number ,0,Actual ,30 - 34
Total NZ,2019.05,215348,P,Number ,0,Actual ,35 - 39
Total NZ,2019.06,216771,P,Number ,0,Actual ,35 - 39
Total NZ,2019.07,217776,P,Number ,0,Actual ,35 - 39
Total NZ,2019.08,218963,P,Number ,0,Actual ,35 - 39
Total NZ,2019.09,220455,P,Number ,0,Actual ,35 - 39
Total NZ,2019.1,221111,P,Number ,0,Actual ,35 - 39
Total NZ,2019.11,224318,P,Number ,0,Actual ,35 - 39
Total NZ,2019.12,224243,P,Number ,0,Actual ,35 - 39
Total NZ,2020.01,221146,P,Number ,0,Actual ,35 - 39
Total NZ,2020.02,223646,P,Number ,0,Actual ,35 - 39
Total NZ,2020.03,227749,P,Number ,0,Actual ,35 - 39
Total NZ,2020.04,226507,P,Number ,0,Actual ,35 - 39
Total NZ,2020.05,227918,P,Number ,0,Actual ,35 - 39
Total NZ,2020.06,228924,P,Number ,0,Actual ,35 - 39
Total NZ,2020.07,228663,P,Number ,0,Actual ,35 - 39
Total NZ,2019.05,205741,P,Number ,0,Actual ,40 - 44
Total NZ,2019.06,207108,P,Number ,0,Actual ,40 - 44
Total NZ,2019.07,207461,P,Number ,0,Actual ,40 - 44
Total NZ,2019.08,207914,P,Number ,0,Actual ,40 - 44
Total NZ,2019.09,208742,P,Number ,0,Actual ,40 - 44
Total NZ,2019.1,208700,P,Number ,0,Actual ,40 - 44
Total NZ,2019.11,211340,P,Number ,0,Actual ,40 - 44
Total NZ,2019.12,210982,P,Number ,0,Actual ,40 - 44
Total NZ,2020.01,207277,P,Number ,0,Actual ,40 - 44
Total NZ,2020.02,209408,P,Number ,0,Actual ,40 - 44
Total NZ,2020.03,212205,P,Number ,0,Actual ,40 - 44
Total NZ,2020.04,211162,P,Number ,0,Actual ,40 - 44
Total NZ,2020.05,212418,P,Number ,0,Actual ,40 - 44
Total NZ,2020.06,213118,P,Number ,0,Actual ,40 - 44
Total NZ,2020.07,213153,P,Number ,0,Actual ,40 - 44
Total NZ,2019.05,223803,P,Number ,0,Actual ,45 - 49
Total NZ,2019.06,224787,P,Number ,0,Actual ,45 - 49
Total NZ,2019.07,224846,P,Number ,0,Actual ,45 - 49
Total NZ,2019.08,225243,P,Number ,0,Actual ,45 - 49
Total NZ,2019.09,225948,P,Number ,0,Actual ,45 - 49
Total NZ,2019.1,225914,P,Number ,0,Actual ,45 - 49
Total NZ,2019.11,227860,P,Number ,0,Actual ,45 - 49
Total NZ,2019.12,227266,P,Number ,0,Actual ,45 - 49
Total NZ,2020.01,223753,P,Number ,0,Actual ,45 - 49
Total NZ,2020.02,225465,P,Number ,0,Actual ,45 - 49
Total NZ,2020.03,227333,P,Number ,0,Actual ,45 - 49
Total NZ,2020.04,225943,P,Number ,0,Actual ,45 - 49
Total NZ,2020.05,226608,P,Number ,0,Actual ,45 - 49
Total NZ,2020.06,226729,P,Number ,0,Actual ,45 - 49
Total NZ,2020.07,226034,P,Number ,0,Actual ,45 - 49
Total NZ,2019.05,206550,P,Number ,0,Actual ,50 - 54
Total NZ,2019.06,207513,P,Number ,0,Actual ,50 - 54
Total NZ,2019.07,208137,P,Number ,0,Actual ,50 - 54
Total NZ,2019.08,208410,P,Number ,0,Actual ,50 - 54
Total NZ,2019.09,209199,P,Number ,0,Actual ,50 - 54
Total NZ,2019.1,209554,P,Number ,0,Actual ,50 - 54
Total NZ,2019.11,211644,P,Number ,0,Actual ,50 - 54
Total NZ,2019.12,211897,P,Number ,0,Actual ,50 - 54
Total NZ,2020.01,208724,P,Number ,0,Actual ,50 - 54
Total NZ,2020.02,210284,P,Number ,0,Actual ,50 - 54
Total NZ,2020.03,212644,P,Number ,0,Actual ,50 - 54
Total NZ,2020.04,211440,P,Number ,0,Actual ,50 - 54
Total NZ,2020.05,212636,P,Number ,0,Actual ,50 - 54
Total NZ,2020.06,212877,P,Number ,0,Actual ,50 - 54
Total NZ,2020.07,212991,P,Number ,0,Actual ,50 - 54
Total NZ,2019.05,191706,P,Number ,0,Actual ,55 - 59
Total NZ,2019.06,192736,P,Number ,0,Actual ,55 - 59
Total NZ,2019.07,193247,P,Number ,0,Actual ,55 - 59
Total NZ,2019.08,193603,P,Number ,0,Actual ,55 - 59
Total NZ,2019.09,194517,P,Number ,0,Actual ,55 - 59
Total NZ,2019.1,195345,P,Number ,0,Actual ,55 - 59
Total NZ,2019.11,196898,P,Number ,0,Actual ,55 - 59
Total NZ,2019.12,196925,P,Number ,0,Actual ,55 - 59
Total NZ,2020.01,194401,P,Number ,0,Actual ,55 - 59
Total NZ,2020.02,195062,P,Number ,0,Actual ,55 - 59
Total NZ,2020.03,196551,P,Number ,0,Actual ,55 - 59
Total NZ,2020.04,194941,P,Number ,0,Actual ,55 - 59
Total NZ,2020.05,195635,P,Number ,0,Actual ,55 - 59
Total NZ,2020.06,196129,P,Number ,0,Actual ,55 - 59
Total NZ,2020.07,195640,P,Number ,0,Actual ,55 - 59
Total NZ,2019.05,148143,P,Number ,0,Actual ,60 - 64
Total NZ,2019.06,141328,P,Number ,0,Actual ,60 - 64
Total NZ,2019.07,141871,P,Number ,0,Actual ,60 - 64
Total NZ,2019.08,142464,P,Number ,0,Actual ,60 - 64
Total NZ,2019.09,143651,P,Number ,0,Actual ,60 - 64
Total NZ,2019.1,144344,P,Number ,0,Actual ,60 - 64
Total NZ,2019.11,146048,P,Number ,0,Actual ,60 - 64
Total NZ,2019.12,146702,P,Number ,0,Actual ,60 - 64
Total NZ,2020.01,144592,P,Number ,0,Actual ,60 - 64
Total NZ,2020.02,145904,P,Number ,0,Actual ,60 - 64
Total NZ,2020.03,147784,P,Number ,0,Actual ,60 - 64
Total NZ,2020.04,146989,P,Number ,0,Actual ,60 - 64
Total NZ,2020.05,147904,P,Number ,0,Actual ,60 - 64
Total NZ,2020.06,148652,P,Number ,0,Actual ,60 - 64
Total NZ,2020.07,148062,P,Number ,0,Actual ,60 - 64
Total NZ,2019.05,102655,P,Number ,0,Actual ,65 +
Total NZ,2019.06,103271,P,Number ,0,Actual ,65 +
Total NZ,2019.07,102837,P,Number ,0,Actual ,65 +
Total NZ,2019.08,103449,P,Number ,0,Actual ,65 +
Total NZ,2019.09,105563,P,Number ,0,Actual ,65 +
Total NZ,2019.1,105788,P,Number ,0,Actual ,65 +
Total NZ,2019.11,108787,P,Number ,0,Actual ,65 +
Total NZ,2019.12,109844,P,Number ,0,Actual ,65 +
Total NZ,2020.01,102287,P,Number ,0,Actual ,65 +
Total NZ,2020.02,106204,P,Number ,0,Actual ,65 +
Total NZ,2020.03,108434,P,Number ,0,Actual ,65 +
Total NZ,2020.04,104446,P,Number ,0,Actual ,65 +
Total NZ,2020.05,105915,P,Number ,0,Actual ,65 +
Total NZ,2020.06,106545,P,Number ,0,Actual ,65 +
Total NZ,2020.07,104926,P,Number ,0,Actual ,65 +
Total NZ,2019.05,4350,P,Number ,0,Actual ,Under 15
Total NZ,2019.06,4256,P,Number ,0,Actual ,Under 15
Total NZ,2019.07,4493,P,Number ,0,Actual ,Under 15
